Company Name,Fortune 100/500 rank,Industry,Quote/Statement(s),Source Title,Source URL,Date Published,Source Type,Search Prompt Used,Relevant to Internal AI Workflow Use/Aug?,Relevant to Automation Impact?,Primary Relevance,Credible Commitment,Include in Final Dataset,Notes/Any relevant thoughts/analysis,Stopwords,Characterizing Words,,,Coder initials
PayPal ,134,Fintech ,"Across eight sessions and breakout discussions, PayPal leaders shared how they are deploying agentic AI across both customer-facing commerce and internal operations, automating complex engineering tasks and freeing its teams to focus on the innovations that matter most: delivering fast,  smart experiences for the hundreds of millions of consumers and merchants who rely on PayPal every day.","PayPal Showcases AI-Powered Innovation at Google Cloud Next '26, Built on the Foundation of One of the Largest Data Migrations in History",https://newsroom.paypal-corp.com/2026-04-23-PayPal-Showcases-AI-Powered-Innovation-at-Google-Cloud-Next-26-Built-on-the-Foundation-of-One-of-the-Largest-Data-Migrations-in-History,"Apr 23, 2026",Company blog / product page,1,Yes,Yes,Automating tasks,High,Yes,Automation because they are talking about fully automating parts of engineers tasks. ,,,,,
Este Lauder,300,Beauty ,,,,,,,,,,,,,,,,,
Este Lauder,300,Beauty ,"ELC and Microsoft are applying generative AI tools in Research & Development for quicker product development, allowing scientists and product development specialists to respond to emerging product and ingredient trends more rapidly.",The Estée Lauder Companies and Microsoft Increase Collaboration to Power Prestige Beauty with Generative AI,https://www.elcompanies.com/en/news-and-media/newsroom/press-releases/2024/04-26-2024,"Apr 26, 2024",Company blog / product page,1,Yes,Yes,Augmentation/internal workflow use,High,Yes,Augmentation because they are discussing ways to embed AI into the exisitng workflows. ,,,,,
Morgan Stanley,40,Commercial Banks,“Morgan Stanley is concentrating on making the company’s AI tools easy to understand”; “Much of the training is built into the workflow and the user experience”; “tools can advise employees on how to reframe or change a prompt”  ,Morgan Stanley and Bank of America are focusing AI power on tools to make employees more efficient,https://www.businessinsider.com/internal-artificial-intelligence-solutions-banking-companies-employee-training-2025-5,"May 2, 2026",Editorial / case-study coverage,1,Yes,No,Augmentation/internal workflow use,Medium,Yes,"Picariello said Morgan Stanley takes a similar approach to using generative AI while maintaining accuracy. The company's AI-generated meeting summaries could be automatically shared with clients, but they're not. Instead, financial advisors review them before they're sent.",,,,,NL
Morgan Stanley,40,Commercial Banks,"“some employees are being let go for performance-related reasons, others are seeing their roles eliminated as AI-driven tools take over key tasks”; “Morgan Stanley anticipates further AI-driven workforce reductions in the coming years.”  ","Morgan Stanley to cut 2,000 jobs as AI reshapes Wall Street",https://www.investmentnews.com/ria-news/morgan-stanley-to-cut-2000-jobs-as-ai-reshapes-wall-street/259766,"Mar 20, 2025",Editorial / case-study coverage,2,No,Yes,Automating tasks,Medium,Yes,"Morgan Stanley is preparing to cut approximately 2,000 jobs later this month, marking the firm’s largest round of layoffs since Ted Pick became CEO. The reductions reflect a broader industry trend, as automation and artificial intelligence (AI) increasingly streamline financial services.",,,,,NL
eBay,411,Internet Services and Retailing,“we use it behind the scenes to help our recruiting teams review applications more efficiently by organizing information and highlighting key details relevant to the job description” ,How We Hire,https://jobs.ebayinc.com/us/en/how-we-hire,"Feb 17, 2026",HR/careers page,1,Yes,No,Augmentation/internal workflow use,High,Yes,Using AI within hiring process to streamline internal workflow,,,,,NL
eBay,411,Internet Services and Retailing,"“We are taking steps to reinvest in our business and reshape our structure, which will affect certain roles across our workforce.” “In recent years, eBay has consistently reduced its workforce while simultaneously increasing investments in artificial intelligence.”","EBay laying off about 800 roles, or 6% of its workforce",https://www.cnbc.com/2026/02/26/ebay-layoffs-800-workforce.html,"Feb 26, 2026",Editorial / case-study coverage,2,No,Yes,Automating tasks,High,Yes,Laying off workers/roles with increase in AI,,,,,NL
Verizon,27,Telecommunications,"“Verizon said an AI assistant for the company’s customer service representatives built using Google models had cut down on call times and freed them up to sell products to customers, leading to a surge in sales.”",Verizon says Google AI for customer service agents has led to sales jump,https://www.reuters.com/technology/verizon-says-google-ai-customer-service-agents-has-led-sales-jump-2025-04-09/,04/09/2025,Editorial / case-study coverage,1,Yes,No,Augmentation/internal workflow use,High,Yes,Strong augmentation row because AI helps customer service reps answer questions faster and creates time for sales. No direct layoffs or reduced hiring stated in this source.,"Verizon, Google, assistant, models","representatives, call times, sell, queries",,,RB
Verizon,27,Telecommunications,"Verizon is cutting “more than 13,000 employees across the organization,” and CEO Dan Schulman said the move is essential to “building a faster, stronger and more proactive Verizon.”","‘Hearing the bombs drop’: Verizon confirms more than 13,000 job cuts",https://www.sfchronicle.com/tech/article/verizon-layoffs-ai-restructuring-21201067.php,11/21/2025,Editorial / case-study coverage,2,No,Yes,Automating tasks,High,Yes,"Strong automation/labor-demand row because the article connects mass layoffs to reshaping Verizon for the age of AI. The quote itself is restructuring language, so the AI link is contextual rather than direct task replacement.","Verizon, employees, organization, company","layoffs, faster, proactive, AI",,,RB
Verizon,27,Telecommunications,"“AT&T and Verizon cut another 7% of their combined headcount last year as their decade-old downsizing programs continued.” The article also says Verizon had a “net reduction in headcount for the full year” of 9,700.","AT&T and Verizon cut 17,700 jobs in 2025, with AI in its infancy",https://www.lightreading.com/ai-machine-learning/at-t-and-verizon-cut-17-700-jobs-in-2025-with-ai-in-its-infancy,02/03/2026,Editorial / case-study coverage,2,No,Yes,Automating tasks,Medium,Yes,"Good automation context, though less direct than the SF Chronicle row. It documents headcount reduction during the same AI transition period, but also notes telecom downsizing is a long-running trend.","AT&T, Verizon, year, headcount","jobs, downsizing, reduction, workforce",,,RB
Verizon,27,Telecommunications,"“As we move toward an AI-native future, we want to recognize people who are helping us get there faster,” Gale wrote in the memo. “For 2025, we’ll reward those who made exceptional AI-driven impact, either in their own work or by improving their team’s performance.”",Verizon layoff memo emphasizes upskilling; Meta tells workers they’re being judged on AI use,https://www.ragan.com/the-week-in-comms-verizon-meta-ai/,11/21/2025,Editorial / case-study coverage,1,Yes,No,Augmentation/internal workflow use,Medium,Yes,"Useful augmentation/workforce culture row because it rewards employees for using AI in their own work or improving team performance. However, credible commitment is medium because the source is a communications trade article quoting an internal memo.","Verizon, 2025, memo, people","AI-native, reward, impact, performance",,,RB
Comcast,33,Telecommunications / Media,“We want to make people’s jobs easier so they can focus on higher-value tasks and enabling best-in-class products and experiences for our customers.”,Productivity in the Age of Intelligent Automation,https://mackinstitute.wharton.upenn.edu/2025/spring-25-conference-report/,05/14/2025,Executive interview / quoted remarks,1,Yes,No,Augmentation/internal workflow use,Medium,Yes,"Strong augmentation row. Named Comcast AI strategy leader describes AI as helping employees focus on higher-value work, with no stated layoffs or reduced hiring logic.",Comcast; AI; customer; experience,jobs; easier; higher-value; focus,,,RB
Comcast,33,Telecommunications / Media,"Comcast is “redefining digital care through an agentic AI transformation” and moving “from scripted bots to modular, autonomous systems of intelligent agents.”",Customer Care Reimagined: Comcast’s Ongoing Agentic AI Journey,https://www.clsp.jhu.edu/events/customer-care-reimagined-comcasts-ongoing-agentic-ai-journey-fehran-ture-and-sima-taheri-comcast/,11/14/2025,Executive interview / quoted remarks,2,No,Yes,Automating tasks,Medium,Yes,"This is the strongest automation row. It does not mention layoffs, but it does show AI taking over customer-care workflow steps through autonomous agents.",Comcast; digital; care; systems,agentic; autonomous; bots; transformation,,,RB
Comcast,33,Telecommunications / Media,"AI is “automating simpler customer service tasks through chatbots, allowing human agents to focus on complex interactions.”",How AI is Reshaping Unified Communications,https://business.comcast.com/community/browse-all/details/how-ai-is-reshaping-unified-communications,05/21/2026,Company blog / newsroom article,2,Yes,No,Augmentation/internal workflow use,Low,Yes,"I would code this as augmentation because automation is framed as supporting human agents, not reducing headcount. It is useful but less strong because the page does not give a clear publication date.",AI; customer; service; tasks,chatbots; agents; complex; interactions,,,RB
Comcast,33,Telecommunications / Media,"Comcast says AI-powered network amplifiers can “self-monitor,” “self-heal,” and “self-maintain,” and that AI can “automatically boost capacity to areas where it is needed most.”",Comcast Pushes AI to the Edge to Power the Nation’s Smartest Broadband Network,https://corporate.comcast.com/press/releases/comcast-pushes-ai-to-the-edge-to-power-the-nations-smartest-broadband-network,09/25/2025,Press release,2,No,Yes,Automating tasks,Medium,Yes,"Task automation row, but not workforce-displacement evidence. It shows AI taking over network monitoring and maintenance tasks through self-monitoring, self-healing, and automatic capacity adjustment, but does not state layoffs or reduced hiring.",Comcast; network; AI; customers,self-monitor; self-heal; automatically; capacity,,,RB
Pinterest,,,,,,,,,,,,,,,,,,,
